GMID,Dataset,Address,數據集,地址,District,區域,Area,面積,Level,所處位置,Opening Hours,開放時間,Remarks,備註,Location Map,位置圖,Northing,Easting,Latitude,Longitude,Last Update
"yTEnRav7Tv","Public Open Space - Areas within private properties dedicated for public use","236 Lai Chi Kok Road and 2G Shek Kip Mei Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍荔枝角道236號及石硤尾街2G","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K69-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K69-map1.pdf","820883.0","834832.0","22.32697768","114.16294069","2019-07-26 03:44:13"
"y4FYUpUmot","Public Open Space - Areas within private properties dedicated for public use","126 Kiu Kiang Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍九江街126號","SHAM SHUI PO","深水埗區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K116-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K116-map1.pdf","821495.0","834570.0","22.33250777","114.16040082","2019-07-26 03:44:13"
"mANB9JwCF1","Public Open Space - Areas within private properties dedicated for public use","82 King Lam Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍瓊林街82號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K108-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K108-map1.pdf","822229.0","833240.0","22.33912897","114.14748541","2019-07-26 03:44:13"
"ZSUMXg8pKt","Public Open Space - Areas within private properties dedicated for public use","38 Hing Wah Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍興華街38號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K66-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K66-map1.pdf","822259.0","834087.0","22.33940568","114.15570457","2019-07-26 03:44:13"
"gF6TQyacVj","Public Open Space - Areas within private properties dedicated for public use","96 Nam Cheong Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍南昌街96號","SHAM SHUI PO","深水埗區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K124-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K124-map1.pdf","821033.0","834820.0","22.32833406","114.16282699","2019-07-26 03:44:12"
"38GPKee9Lg","Public Open Space - Areas within private properties dedicated for public use","998 Canton Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍廣東道998號","YAU TSIM MONG","油尖旺區","about 18 m2","約 18 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K61-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K61-map1.pdf","819812.0","835320.0","22.31730716","114.16768197","2019-07-26 03:44:12"
"Uayd0xtumQ","Public Open Space - Areas within private properties dedicated for public use","982 Canton Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍廣東道982號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K29-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K29-map1.pdf","819777.0","835327.0","22.31699651","114.16774119","2019-07-26 03:44:12"
"o3pIIVy6ZW","Public Open Space - Areas within private properties dedicated for public use","25 Canton Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍廣東道25號","YAU TSIM MONG","油尖旺區","about 1689 m2","約 1689 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K40-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K40-map1.pdf","817836.0","835342.0","22.29946088","114.16789372","2019-07-26 03:44:12"
"lxD6RUPYM0","Public Open Space - Areas within private properties dedicated for public use","44-48 Boundary Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍界限街44-48號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K127-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K127-map1.pdf","820814.0","835438.0","22.32635587","114.16882189","2019-07-26 03:44:12"
"CuB4sQavkD","Public Open Space - Areas within private properties dedicated for public use","107-113 Battery Street & 16-18 Kansu Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍炮台街107-113號及甘肅街16-18號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K83-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K83-map1.pdf","818868.0","835459.0","22.30878595","114.16902573","2019-07-26 03:44:12"
"ubbWgrT16b","Public Open Space - Areas within private properties dedicated for public use","107-111 Argyle Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍亞皆老街107-111號","YAU TSIM MONG","油尖旺區","about 21 m2","約 21 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K39-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K39-map1.pdf","820105.0","835703.0","22.31995238","114.17139823","2019-07-26 03:44:12"
"VDsJFKsmBr","Public Open Space - Areas within private properties dedicated for public use","2C Argyle Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍亞皆老街2C號","YAU TSIM MONG","油尖旺區","about 15 m2","約 15 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K62-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K62-map1.pdf","819978.0","835306.0","22.31880803","114.16754113","2019-07-26 03:44:12"
"EgEhEi0X9h","Public Open Space - Areas within private properties dedicated for public use","120 Lung Cheung Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍龍翔道120號","WONG TAI SIN","黃大仙區","about 109 m2","約 109 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K95-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K95-map1.pdf","822555.0","838275.0","22.34208074","114.19636419","2019-07-26 03:44:12"
"mhhG3ntpHN","Public Open Space - Areas within private properties dedicated for public use","58 Yen Chow Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍欽州街58號","SHAM SHUI PO","深水埗區","about 8 m2","約 8 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K11-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K11-map1.pdf","821289.0","834557.0","22.33064294","114.16026709","2019-07-26 03:44:12"
"u0HoFSfLHM","Public Open Space - Areas within private properties dedicated for public use","1033 Yee Kuk West Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍醫局西街1033號","SHAM SHUI PO","深水埗區","about 12 m2","約 12 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K98-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K98-map1.pdf","822153.0","833214.0","22.33844712","114.14723025","2019-07-26 03:44:12"
"QP1osN8NQm","Public Open Space - Areas within private properties dedicated for public use","51-53 Wing Hong Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍永康街51-53號","SHAM SHUI PO","深水埗區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K50-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K50-map1.pdf","822207.0","833249.0","22.33893754","114.14756796","2019-07-26 03:44:12"
"rRroD76Grn","Public Open Space - Areas within private properties dedicated for public use","56 Yen Chow Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍欽州街56號","SHAM SHUI PO","深水埗區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K21-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K21-map1.pdf","821203.0","834487.0","22.32987076","114.15959353","2019-07-26 03:44:12"
"hAiH1y9Uu9","Public Open Space - Areas within private properties dedicated for public use","498 Un Chau Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍元州街498號","SHAM SHUI PO","深水埗區","about 6 m2","約 6 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K99-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K99-map1.pdf","822330.0","833867.0","22.34004385","114.1535737","2019-07-26 03:44:12"
"eg0XevhymF","Public Open Space - Areas within private properties dedicated for public use","56-58 Tonkin Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍東京街56-58號","SHAM SHUI PO","深水埗區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K63-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K63-map1.pdf","822037.0","834541.0","22.33740051","114.16011874","2019-07-26 03:44:12"
"tf8KMFnyNx","Public Open Space - Areas within private properties dedicated for public use","42 Tonkin Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍東京街42號","SHAM SHUI PO","深水埗區","about 6 m2","約 6 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K100-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K100-map1.pdf","821947.0","834467.0","22.33658407","114.15939177","2019-07-26 03:44:12"
"neOdINCLai","Public Open Space - Areas within private properties dedicated for public use","128 Tai Po Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍大埔道128號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K6-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K6-map1.pdf","821215.0","835186.0","22.3299797","114.16637559","2019-07-26 03:44:12"
"WPzQvFYdSn","Public Open Space - Areas within private properties dedicated for public use","273 Shun Ning Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍順寧道273號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K56-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K56-map1.pdf","822023.0","834376.0","22.3372712","114.15851512","2019-07-26 03:44:12"
"AhH7lOoJiv","Public Open Space - Areas within private properties dedicated for public use","1 Po Lun Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍寶輪街1號","SHAM SHUI PO","深水埗區","about 383 m2","約 383 平方米","G/F","地下","24 hours","24小時","Street widening; Pedestrian passage","街道擴闊; 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K1-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K1-map1.pdf","821780.0","832716.0","22.33507414","114.14239588","2019-07-26 03:44:12"
"iLuB3JbGY0","Public Open Space - Areas within private properties dedicated for public use","33 Pei Ho Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍北河街33號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K22-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K22-map1.pdf","820999.0","834571.0","22.32803041","114.16040717","2019-07-26 03:44:12"
"jbACffzQco","Public Open Space - Areas within private properties dedicated for public use","1145-1153 Canton Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍廣東道1145-1153號","YAU TSIM MONG","油尖旺區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K91-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K91-map1.pdf","820311.0","835187.0","22.32181154","114.16638299","2019-07-26 03:44:11"
"Agy7GI6Kwy","Public Open Space - Areas within private properties dedicated for public use","8 Minden Avenue, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍棉登徑8號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K72-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K72-map1.pdf","817529.0","835985.0","22.2966878","114.17413286","2019-07-26 03:44:11"
"74f9xI3kD1","Public Open Space - Areas within private properties dedicated for public use","1-3 Minden Avenue, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍棉登徑1-3號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K67-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K67-map1.pdf","817553.0","835954.0","22.29691086","114.17382716","2019-07-26 03:44:11"
"s8Ta6Pqwp5","Public Open Space - Areas within private properties dedicated for public use","3 Kwong Wa Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍廣華街3號","YAU TSIM MONG","油尖旺區","about 148 m2","約 148 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K4-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K4-map1.pdf","819705.0","835847.0","22.3163447","114.17279405","2019-07-26 03:44:11"
"QGc7b1UEzJ","Public Open Space - Areas within private properties dedicated for public use","1 Kowloon Park Drive, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍公園徑1號","YAU TSIM MONG","油尖旺區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K79-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K79-map1.pdf","817507.0","835604.0","22.29649715","114.17043161","2019-07-26 03:44:11"
"BDasOE9EHy","Public Open Space - Areas within private properties dedicated for public use","26 Kimberly Road and 55 Carnarvon Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍金巴利道26號及加拿分道55號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K15-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K15-map1.pdf","817942.0","835910.0","22.30042285","114.17340785","2019-07-26 03:44:11"
"FXE5nCFaUc","Public Open Space - Areas within private properties dedicated for public use","18 Ivy Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍埃華街18號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K38-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K38-map1.pdf","820253.0","834901.0","22.32129208","114.16361485","2019-07-26 03:44:11"
"sxb1kZUksr","Public Open Space - Areas within private properties dedicated for public use","18 Hanoi Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍河內道18號","YAU TSIM MONG","油尖旺區","about 608 m2","約 608 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K130-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K130-map1.pdf","817622.0","835933.0","22.29752855","114.17362918","2019-07-26 03:44:11"
"NUxTHzZkA9","Public Open Space - Areas within private properties dedicated for public use","8A Hart Avenue, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍赫德道8A號","YAU TSIM MONG","油尖旺區","about 64 m2","約 64 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K3-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K3-map1.pdf","817641.0","836056.0","22.29770015","114.174817","2019-07-26 03:44:11"
"RxyOnjpOuv","Public Open Space - Areas within private properties dedicated for public use","220 & 240 Ferry Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍渡船街220號及240號","YAU TSIM MONG","油尖旺區","about 196 m2","約 196 平方米","G/F","地下","24 hours","24小時","Recreational purposes","休憩用途","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K97-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K97-map1.pdf","819423.0","835287.0","22.31379243","114.16735609","2019-07-26 03:44:11"
"sTV10rYQC8","Public Open Space - Areas within private properties dedicated for public use","76A Fa Yuen Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍花園街76A號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K14-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K14-map1.pdf","819951.0","835711.0","22.31856168","114.17147399","2019-07-26 03:44:11"
"j5vtt3lMmf","Public Open Space - Areas within private properties dedicated for public use","18-24 Fa Yuen Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍花園街18-24號","YAU TSIM MONG","油尖旺區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K18-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K18-map1.pdf","819695.0","835751.0","22.31625527","114.17185939","2019-07-26 03:44:11"
"XFmbdS6X7s","Public Open Space - Areas within private properties dedicated for public use","1 & 3 Dundas Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","登打士街1&3號","YAU TSIM MONG","油尖旺區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K133-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K133-map1.pdf","819555.0","835275.0","22.31498356","114.16723663","2019-07-26 03:44:11"
"ADWWubc4nX","Public Open Space - Areas within private properties dedicated for public use","1-5 Chi Wo Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍志和街1-5號","YAU TSIM MONG","油尖旺區","about 15 m2","約 15 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K41-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K41-map1.pdf","818747.0","835800.0","22.30769337","114.17233913","2019-07-26 03:44:11"
"457o4WV5oF","Public Open Space - Areas within private properties dedicated for public use","38 Cherry Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍櫻桃街38號","YAU TSIM MONG","油尖旺區","about 240 m2","約 240 平方米","G/F","地下","24 hours","24小時","Street widening (corner) Pedestrian passage","街道擴闊(街角) 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K129-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K129-map1.pdf","819955.0","834673.0","22.31859806","114.16139828","2019-07-26 03:44:11"
"raeBq354S9","Public Open Space - Areas within private properties dedicated for public use","19 Cheong Lok Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍長樂街19號","YAU TSIM MONG","油尖旺區","about 51 m2","約 51 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K9-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K9-map1.pdf","818611.0","835788.0","22.3064616","114.1722198","2019-07-26 03:44:11"
"wCcTRsSh5t","Public Open Space - Areas within private properties dedicated for public use","39 Chatham Road South, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍漆咸道南39號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K31-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K31-map1.pdf","817726.0","836114.0","22.29846776","114.17538179","2019-07-26 03:44:11"
"fi6kCjwDLx","Public Open Space - Areas within private properties dedicated for public use","41-43 Carnarvon Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍加拿分道41-43號","YAU TSIM MONG","油尖旺區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K89-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K89-map1.pdf","817802.0","835943.0","22.29915587","114.17372619","2019-07-26 03:44:11"
"T4s4479z6W","Public Open Space - Areas within private properties dedicated for public use","26 Nathan Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍彌敦道26號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K25-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K25-map1.pdf","817439.0","835824.0","22.29587502","114.17257047","2019-07-26 03:44:10"
"qXagwyytUp","Public Open Space - Areas within private properties dedicated for public use","33 Mong Kok Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍旺角道33號","YAU TSIM MONG","油尖旺區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K53-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K53-map1.pdf","820161.0","835380.0","22.32045706","114.16826413","2019-07-26 03:44:10"
"lDYo51tZlj","Public Open Space - Areas within private properties dedicated for public use","4-4A Mong Kok Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍旺角道4-4A號","YAU TSIM MONG","油尖旺區","about 10 m2","約 10 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K103-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K103-map1.pdf","820180.0","835200.0","22.32063396","114.16650829","2019-07-26 03:44:10"
"ZDSDtwdRtO","Public Open Space - Areas within private properties dedicated for public use","1 Mong Kok Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍旺角道1號","YAU TSIM MONG","油尖旺區","about 29 m2","約 29 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K37-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K37-map1.pdf","820104.0","835157.0","22.31994399","114.16609389","2019-07-26 03:44:10"
"Xxzzx84sak","Public Open Space - Areas within private properties dedicated for public use","69 Mody Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍麼地道69號","YAU TSIM MONG","油尖旺區","about 648 m2","約 648 平方米","G/F & 1/F","G/F & 1/F","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K12-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K12-map1.pdf","817729.0","836343.0","22.29849395","114.17760413","2019-07-26 03:44:10"
